product_id,food,maker,address,name_id,similar_name
PR00001036,식전주로 먼저 드셔도 좋습니다.단ㄱ튀김이나 통삼겹구이 같은 기름진 음식과 함께 하면 느끼함을 싹 잡아줍니다.,온지술도가,서울특별시 은평구 통일로 65길 26 지하 1층,R_015,
PR00001035,"전류 튀김류 ,우동 등등",술샘,경기도 용인시 처인구 양지면 죽양대로 2298-1,R_016,
PR00001032,"한식 ,전류 ,육류.",배상면주가,경기도 포천시 화현면 화현리 512,R_017,
PR00001030,"매콤한 안주 ,단짠단짠 치즈 ,상큼달달 슬러쉬",밀향,경상남도 밀양시,R_018,
PR00001029,"부침개, 전,달콤한 떡볶이, 삼계탕, 양녑치킨, 대하구이, 감자튀김 등",남도탁주,전라남도 나주시 노안면 노안로 379,R_019,
PR00001027,"짭쪼롬한 안주, 나쵸",한강주조,서울특별시 성동구 둘레15길 12,R_020,
PR00001020,"제철 샐러드, 샌드위치 등 에피타이저나 생크림 케이크, 팬케이크 등 디저트와 잘 어울린다.",밝은세상영농조합,경기도 평택시 포승읍 충열길 37,R_021,F_030
PR00001017,상큼한 샐러드나 신선한 연어회,화목양조장,전남 순천시 낙안면 석흥신흥길 333,R_022,C_097
PR00001013,"매콤한 안주와 한께!
각종 전과 즐겨 보세요!
더운날엔 상큼하고 달달한 슬러쉬로 드실 수 있어요!",농업회사법인 상주주조(주),경북 상주시 남성로 73-15,R_023,
PR00001011,"파스타,피자,감바스,토마토 카프리제,모든 치즈, 바게트 샤워도우",농업회사법인 상주주조(주),경북 상주시 남성로 73-15,R_024,
PR00001009,"간이 세지 않은 음식과 페이링 시 보스토끼 막걸리 본연의 맛에 집중할 수 있습니다.
기름지거나 자극적인 음식과 페어링하면 입안을 개운하게 정리해줘요!",한강주조,"서울 성동구 돌레15길 12,2층,3층 한강주조",R_025,
PR00001008,"짭쪼롬한 안주, 나쵸",밀양클래식술도가,경상남도 밀양시 단장면 표총로 176-5 밀양클래식술도가,R_026,R_020
PR00001001,"모듬전, 보쌈, 수육, 나물류 등과 잘 어울린다.",농업회사법인 (주)죽향도가,전남 담양군 담양읍 외다길30,R_027,
PR00000999,"셀러드, 비스켓, 식빵, 제철과일 등이 이화주의 새콤함과 잘 어울린다.",술샘,경기도 용인시 처인구 양지면 죽양대로 2298-1,R_028,
PR00000995,"보쌈, 고기와 같은 기름진 음식과 잘 어울리며 변주를 주고 싶다면 팥앙금을 넣은 앙버터도 좋다",농업회사법인㈜화천주가,강원도 화천군 하남면 공단길18,R_029,
PR00000994,"연잎밥, 쑥떡, 사찰음식이나 매운 닭발 등 자극적인 음식도 잘 어울린다.",한통술이노베이션주식회사,경기도 동두천시 쇠목길 325-2,R_030,
PR00000991,"한우 갈비찜, 육전, 수육 등 술 맛을 잘 받쳐주는 소고기 요리나 돼지목살 스테이크, 전기통닭구이와 궁합이 좋다.",한아양조,서울시 서초구 동광로1길 95,R_031,
PR00000990,"모듬전, 수육, 어복쟁반 등 한식이나 올리보오일 베이스의 파스타, 고트치즈 등과도 잘 맞는다.",한아양조,서울시 서초구 동광로1길 95,R_032,
PR00000984,"자극적인 음식보다는 손맛 묻은 반찬에 곁들이가 좋으며, 특히 한식요리와 잘 어울린다. 두부김치, 단호박 감자채전과 즐기면 풍미를 높여주고 입맛을 돋운다.",중원당,충북 충주시 가금면 창동리 243,R_033,
PR00000983,"기름진 음식, 육류, 생선류, 월남쌈 등과 잘 어울린다.",중원당,충북 충주시 가금면 창동리 243,R_034,
PR00000980,"닭볶음탕, 돼지갈비찜, 자반 고등어 등 맛과 향이 강한 음식, 대부분의 한식과 좋은 궁합을 가진다.",삼호주조장,전남 영암군 삼호읍 대불주거5로 154,R_035,
PR00000971,"홍어삼합, 새꼬시, 과메기, 해산물 파스타 등과 즐겨보면 좋다.",복순도가,울산광역시 울주군 상북면 향산리 439,R_036,
PR00000969,"부드럽고 달콤한 술이다보니 매콤한 음식과도 잘 어울리며, 다른 맛을 첨가하지 않은 비스킷과도 궁합이 좋다.",몬스터빌리지,경남 산청군 산청읍 친환경로 2720번길 73,R_037,
PR00000968,"문어숙회, 제철 생선회 등 해산물이나 치킨, 피자, 튀김류, 매운 떡볶이와도 잘 어울린다.",몬스터빌리지,경남 산청군 산청읍 친환경로 2720번길 73,R_038,
PR00000964,"가벼운 음식부터 매콤한 음식까지 두루두루 어울리며, 특히 삼겹살, 돼지 불백, 아구찜, 꽃게찜, 똠양꿍 등 맛과 향이 강한 음식을 함께 먹는 것을 추천한다.",제이앤제이브루어리유한회사,경기도 용인시 처인구 양지면 남평로 114,R_039,
PR00000952,"송편, 절편, 백설기, 초콜릿, 아이스크림 등 단맛이 좋은 제품이나 부대찌개, 감자탕과 즐기는 것을 추천한다.",석이원주조,대전광역시 동구 흥룡로 71번길 27,R_040,
PR00000951,마지막 향과 음식이 이어질 수 있도록 조금은 새콤하게 무친 도라지 같은 나물류의 무침 혹은 더덕 고추장 구이와 함께 맛보면 좋겠다.,석이원주조,대전광역시 동구 흥룡로 71번길 27,R_041,
PR00000950,"약과, 약밥, 송편 등 좋은 떡류나 고추장 불고기, 사천 탕수육 등을 추천한다.",석이원주조,대전광역시 동구 흥룡로 71번길 27,R_042,
PR00000949,"식전주 혹은 식후주로, 대부분의 음식과 잘 어울리지만 특히 유과나 떡과 같은 디저트류와 잘 어울린다. 또한 추어탕과도 좋은 궁합을 보이는데, 산초가루까지 적당량 풀어 즐긴다면 한층 다양한 향을 만끽할 수 있다.",서울효모방,"서울시 서초구 서초대로 360, 지하 104호",R_043,
PR00000948,"포케, 리코타치즈 샐러드나 붉은 살 생선이나 기름진 고기와 잘 어울린다.",서울효모방,"서울시 서초구 서초대로 360, 지하 104호",R_044,
PR00000944,"들기름 막국수, 돼지수육, 굴전 등과 함께하면 잘 어울릴 수 있는 술이다.",고금주조장,전남 완도군 고금면 고금로 552,R_045,
PR00000943,"떡볶이, 치즈, 과일, 보쌈, 치킨, 피자와 궁합이 좋다.",농업회사법인 주식회사 벗드림,부산시 강서구 대저로 259 A동,R_046,
PR00000929,"​감귤의 산미가 입맛을 돋우어 식전주로 좋으며, 은근하게 뒤따라오는 귤꽃 향이 매력적이다. 시트러스 향이 술 맛을 가볍고 산뜻하게 해주어 맵고 기름진 음식과 잘 어울린다. 달지 않아 제주 광어 회 등 깔끔한 생선 요리와도 궁합이 좋다.",제주곶밭,제주 제주시 제주대학로 102 제주대학교,R_047,
PR00000926,"감자전, 보쌈, 돼지갈비찜, 떡볶이, 쭈꾸미볶음 등 기름지거나 양념된 음식 또는 매콤한 음식과 잘 어울린다.",마깨주,강원도 춘천시 퇴계로 89 강원전문건설회관,R_048,
PR00000925,파전이나 두부김치와 같은 한식과 잘 어울린다.,농업회사법인 두루㈜,강원도 홍천군 내촌면 용포길 31-25,R_049,
PR00000924,"산뜻한 산미로 느끼한 음식과도 잘 어울린다. 특히, 짜장면, 크림 파스타, 피자와 페이링하기 좋다.",다도참주가,전라남도 나주시 다도면 신촌2길 9,R_050,
PR00000923,다도참주가의 막걸리는 깔끔한 끝맺음을 기본으로 하여 안주없이 마셔도 좋은 막걸리로 일상 식사에 곁들이기 좋다.,다도참주가,전라남도 나주시 다도면 신촌2길 9,R_051,
PR00000916,"매운 음식 중에는 복음류나 탕, 느끼한 음식 중에는 피자나 치킨, 삼겹살 등과 함께 드시면 더욱 맛있게 먹을 수 있다.",동강주조,강원도 영월군 영월읍 덕포하리5길 33번지,R_052,
PR00000912,배금도가 막걸리는 간이 센 음식과도 궁합이 좋으며 시원하게 칼칼한 탕과 함께해도 좋다.,배금도가,경북 김천시 구성면 부항로 2156,R_053,
PR00000911,"뽀얀 베이지 빛깔을 띠며 부드럽고 걸쭉한 질감이다. 찹쌀 고유의 달달함과 다채로운 과일향이 느껴져 전류, 두부김치, 전통 한식 요리와 잘 어울린다.",농업회사법인 우포의아침 주식회사,경남 창원시 대지면 대지농공단지길 40,R_054,
PR00000910,기름지고 고소한 삼겹살과 탁주는 최고의 궁합을 자랑한다.,농업회사법인송도향(유),"인천시 남동구 호구포로 50, 엘아이센터 8층 819-1호",R_055,
PR00000902,육회와 먹으면 잘 어울린다.,서울양조장,서울 서초구 효령로34길 7 402-A호,R_056,
PR00000897,"곡물의 발효향이 강하고 단맛과 신맛의 균형이 잘 갖춰져 있으며, 원료인 밀가루에서 나오는 입 안의 텁텁함이 있지만 목넘김이 깔끔해 버섯전골과 잘 어울린다.",용두산조은술,충북 제천시 송학면 송학주천로 647,R_057,
PR00000893,한식과 페어링하면 좋다.,농업회사법인 행주산성주가,"경기도 고양시 덕양구 충장로 122, 블레스타운 202호",R_058,
PR00000887,"가벼운 스파클링 막걸리라 어떤 음식과도 잘 어울리지만 순대볶음, 치킨 등과 함께하면 청량함이 느끼함을 잘 잡아준다. 차갑게 드시면 더욱 맛있게 즐길 수 있다.",농업회사법인 시향가,전남 곡성군 곡성읍 낙동원로 20,R_059,
PR00000882,"모든 한식과 잘 어울리지만 특히, 새콤하고 바삭한 김치전과 궁합이 좋다.",죽향도가,전남 담양군 담양읍 외다길 30,R_060,
PR00000880,한식과 페어링하면 좋다.,법전양조장,경북 봉화군 법전면 법전로 87,R_061,
PR00000879,"쑥크레는 향긋한 미나리 전, 수육과 같은 한식과 잘 어울린다.",주방장양조장,대전 유성구 노은서로76번길 75-15,R_062,
PR00000878,패어링하기 좋은 음식은 파스타와 크림 리조또가 있다. 청량하고 상큼한 민트의 맛이 싱그러운 4월과 잘 어울리는 전통주다.,같이양조장,서울 마포구 양화진4길 17,R_063,
PR00000877,곁들일 메뉴로는 훈제연어와 치즈 플레이트를 추천한다.,같이양조장,서울 마포구 양화진4길 17,R_064,
PR00000876,전통적인 음식인 김치전과 함께 페어링하면 좋다.,배혜정도가,경기도 화성시 정남면 서봉로 835,R_065,
PR00000875,중국음식과 페이렁하기 좋은 막걸리 입니다.,같이양조장,서울 마포구 양화진4길 17,R_066,
PR00000873,옥수수 생동동주는 시골막걸리 맛과 비슷합니다. 전통 음식인 전과 페어링하면 좋다.,낙천 탁주제조장,강원도 동해시,R_067,
PR00000872,단맛이 진한 강냉이 막걸리는 매운 음식과 페어링하면 좋다.,용두산 조은술,충북 제천시 송학주천로 647,R_068,
PR00000870,전과 두부 등 간이 약한 음식과 함께 곁들여 먹으면 잘 어울린다.,중원당,충북 충주시 가금면 창동리 243,R_069,
PR00000869,밸런스가 좋은 탁112 클래식은 소고기 야채 볶음 등 볶음요리와 페어링하면 좋다.,탁브루,주소,R_070,
PR00000866,닭볶음탕과 함께 했을 때 텁텁하게 느껴질 수 있는 닭 살코기의 부분을 깨끗하게 잡아주어 잘 어울린다.,옹근달양조장,인천 남동구 백범로 176 3층(엄에스빌딩),R_071,
PR00000865,산미가 있는 만큼 가벼운 안주와 페어링하면 좋다.,날씨양조장,서울 영등포구 도림로125가길 4-4 골목길 파란대문,R_072,
PR00000864,파전과 잘어울리며 기름진 음식과 궁합이 좋다.,어메이징브루잉컴퍼니,서울 성동구 성수일로 39,R_073,
PR00000863,기름지거나 비린 음식과 페어링하면 막걸리의 맛을 더욱 잘 느낄 수 있다.,같이양조장,서울 마포구 양화진4길 17,R_074,
PR00000862,"감자탕, 돼지불백, 삼겹살, 김치볶음, 코다리찜 등 맛이 강한 음식과도 잘 어울린다. 또한 견과류, 나물 반찬, 젓갈, 샤퀴테리, 크림치즈 등에 곁들이면 깔끔하면서 기분 좋은 감칠맛을 느낄 수 있다.",한아양조,서울 서초구 동광로1길 95 팔팔빌딩 101호,R_075,
PR00000854,요거트와 과일 등을 활용해 칵테일을 만들어 드시면 좋다.,술담화,"서울특별시 서초구 강남대로 527, 10층(브랜드칸타워, 술담화)",R_076,
PR00000851,"육류와도 잘 어울리고 쿠키, 케이크 같은 디저트와 페어링해도 좋다.",이대앞양조장,서울 서대문구 연세로2마길 12 1F,R_077,
PR00000849,"은은한 사과향과 배향, 시트러스향이 잘 어우러지는 술이며 슴슴한 양념의 음식과 잘 어울린다. 특히 옥돔이나 민어 같은 담백한 생선구이, 또는 육전과 함께하면 좋다.",내올담 양조장,경기 성남시 중원구 갈마치로 314,R_078,
PR00000845,"오리불고기, 파전과 같은 한식과 잘 어울린다.",농업회사법인 예술,강원 춘천시 신동면 풍류1길 6-3,R_079,
PR00000844,"밸런스 있는 맛에 은은한 단맛과 산미로 어떤 음식과 함께해도 잘 어울리며, 고기와 페어링 하면 좋다.",골목양조장,충청남도 예산군 예산읍 형제고개로 967 다동 3~8호,R_080,
PR00000843,파전과 잘어울리며 기름진 음식과 궁합이 좋다.,배다리도가,경기 고양시 일산서구 가좌로 14 201호 배다리도가,R_081,
PR00000839,"고등어와 전갱이 가타은 기름이 많은 생선과 잘 어울리고, 육전이나 감자전과도 궁합이 좋다.",메들리 주식회사,"경기도 김포시 태장로 741, 361호(장기동)",R_082,
PR00000838,잘 삶은 문어숙회와 어울린다.,양온소온양조장,강원도 횡성군 갑천면 청정로매일2길 31 1층,R_083,
PR00000831,"두부김치, 육회, 김치삼겹살, 골뱅이, 김치찌개, 오징어볶음, 알리오 올리오 파스타, 햄버거, 피자 와 잘 어울린다.",한통술양조장,경기 동두천시 쇠목길 325-2 한통술 B/D 전관,R_084,
PR00000828,"드레싱을 뿌린 샐러드, 불고기, 붉은살 생선류, 견과류, 약간의 산미와 풍미가 있는 디저트와도 잘 어울린다.",한영석의발효연구소,전북 정읍시 답곡길 66,R_085,
PR00000825,"어느 음식과 마셔도 잘 어울리지만 특히 밀푀유나베나 닭발, 김치전 등 매콤한 음식과 함께 즐기는 것을 추천한다. 치즈 등의 발효식품 및 기름기가 많은 치킨 등과도 잘 어울리는 조합이다.",농업회사법인 우포의아침 주식회사,경상남도 창녕군 대지면 대지농공단지길 40,R_086,
PR00000824,"해물파전, 두부김치 또는 떡볶이, 김치전처럼 매콤한 음식과 잘 어울린다.",농업회사법인 우포의아침 주식회사,경상남도 창녕군 대지면 대지농공단지길 40,R_087,
PR00000821,"한식, 양식 등 다양한 요리와 잘 어울린다.",양주도가,경기도 양주시 광적면 부흥로 21번길 60,R_088,
PR00000817,특별한 날 케이크와 같이 새콤달콤하게 즐기기 좋다.,다도참주가,전남 나주시 다도면 신동리 426-6번지,R_089,
PR00000800,매콤한 요리 및 간단한 안주류,술빚는전가네,경기도 포천시 영북면 산정호수로 322길 28,R_090,
PR00000799,"양갈비, 닭갈비",악양주조,경남 하동군 악양면 악양서로 363,R_091,S_153
PR00000798,전류와 육회와 어울린다.,악양주조,경남 하동군 악양면 악양서로 363,R_092,
PR00000797,"짭쪼롬한 안주, 나쵸",시향가주식회사,전라남도 곡성군 곡성읍 낙동원로 20,R_093,R_020
PR00000763,적절한 단맛과 산미를 가지고 있어 양념이 많이 된 생선 조림과 잘 어울린다.,동해명주,경상북도 포항시 남구 동해면 일월로 51-1,R_094,
PR00000762,곤드레나물을 안주로 즐기기 좋다.,정선명주,강원도 정선군 북평면 송석길 146-7,R_095,
PR00000760,진하고 부드러워 매콤한 안주와 잘 어울린다.,김포도가두두,경기 김포시 양촌읍 김포대로1759번길 33-41,R_096,
PR00000725,"모듬전이나 홍어무침, 매콤한 쭈꾸미, 낙지, 오징어 볶음 등과 함께 마시면 좋다. 가볍게 즐기고 싶다면 담백한 크래커나 치즈도 잘 어울린다.",오산양조,경기도 오산시 시장길 63,R_097,
PR00000724,"살라미 크래커, 매콤한 오리 주물럭이나 제육볶음, 두루치기와 잘 어울린다.",팔팔양조장,경기도 김포시 김포대로1216번길 84-74,R_098,
PR00000723,"대나무 연잎밥, 산채비빔밥과 잘 어울린다.",농업회사법인㈜신선,충북 청주시 상당구 것대로 5 1층,R_099,
PR00000722,"갈치조림, 고등어무조림, 무화과타르트",(유)친구들의술지란지교,전라북도 순창군 순창읍 순창7길 5-1,R_100,
PR00000721,"육전, 너비아니구이와 잘 어울린다.",농암종택 전통주,경상북도 안동시 도산면 가송길 162-176,R_101,
PR00000719,"도다리쑥국, 돼지김치찌게와 잘 어우러진다.",양조학당,경기도 광명시 하안로 60 광명테크노파크 E동 812호,R_102,
PR00000718,"츄러스, 자장면, 고르곤졸라 피자와 페어링하기 좋다.",술샘,경기도 용인시 처인구 양지면 죽양대로 2298-1,R_103,
PR00000717,"김치전, 해물 파전 등의 전 종류와 매우 잘 어울린다.",동해명주,경상북도 포항시 남구 동해면 일월로 51-1,R_104,
PR00000716,"똠냥꿍, 토마토 해물 스파게티와 잘 어울린다.",봇뜰,경기도 남양주시 진접읍 팔야로 91-41,R_105,
PR00000715,"메로구이, 녹두전, 삼겹살과 페어링해여 즐기기 좋다.",봇뜰,경기도 남양주시 진접읍 팔야로 91-41,R_106,
PR00000714,"치킨, 피자와 잘 어울린다.",시향가,전라남도 곡성군 곡성읍 낙동원로 20,R_107,
PR00000713,"해물탕, 누룽지탕처럼 맑은탕 종류와 잘 어울린다.",가야양조장,경상남도 김해시 한림면 한림로46번길 79-1,R_108,
PR00000712,"리코타 치즈 샐러드, 훈제연어와 페어링하기 좋다.",행주산성주가,"경기도 고양시 덕양구 충장로 122, 블레스타운 202호",R_109,
PR00000711,"떡갈비, 불고기와 잘 어울린다.",행주산성주가,"경기도 고양시 덕양구 충장로 122, 블레스타운 202호",R_110,
PR00000710,"강화도의 젓굴갈비, 해산물 요리, 돼지갈비 등과의 조합이 좋다.",금풍양조장,인천광역시 강화군 길상면 삼랑성길 8,R_111,
PR00000709,"제육두부 김치 등 매콤한 음식과 먹으면 매운 맛을 달래준다. 디저트류, 과일류와도 잘 어울린다.",별네트웍스 과천도가,경기 과천시 남태령옛길 65 1층,R_112,
PR00000708,"신선한 제철 해산물, 육전, 소꼬리찜, 잡해 등 기름진 명절 요리, 치즈와 견과류 등 간단한 안주와도 좋은 궁합이다.",과천도가,"경기도 과천시 남태령옛길 65, 1층",R_113,
PR00000707,"닭백숙, 오리백숙, 편육, 새우젓, 겉절이와 어울린다.",청산녹수,전라남도 장성군 장섭읍 남양촌길 19,R_114,
PR00000706,원료인 밀가루에서 나오는 연한 쓴맛과 텁텁함이 있으며 먹고 난 뒤에 은은한 뒷맛이 음식을 부르게 한다. 파전과 잘 어울린다.,은척양조장,경북 상주시 은척면 봉중2길 16-4,R_115,
PR00000705,"어느 음식과 마셔도 잘 어울리지만 특히 해물파전, 김치전, 피자, 떡볶이 처럼 느끼하거나 매콤한 음식과 함께 드시는 것을 추천한다.",우포의아침,경상남도 창녕군 대지면 대지농공단지길 40,R_116,
PR00000675,"딸기와 같은 과일과 함께 즐겨도 좋고, 혹은 견과류를 얹어 먹어도 좋다. 술 이름에 배 이, 꽃 화 자를 사용하는 만큼 배꽃 잎을 올린 버무리와 즐겨보는 것도 추천한다. 탄산수에 희석해서 마시거나 살짝 얼려서 아이스크림과 같이 먹어도 좋다.",양주골이가전통주,경기도 양주시 백석읍 부흥로983번길 12-27,R_117,
PR00000674,전체적으로 바디감과 목넘김이 청량하고 가벼우며 삼킨 후 남는 은은한 텁텁함이 좋아 생선회와 잘 어울린다.,인천탁주,인천광역시 부평구 안남로 433번길 14,R_118,
PR00000672,연한 쓴맛과 텁텁함이 술에 힘을 실어줘 해물찜과 잘 어울린다.,자희자양,전라남도 함평군 신광면 신해로 92,R_119,
PR00000671,입 안에서 부드러운 아이스크림이 녹듯 사라지며 혀에 남는 미세한 텁텁함이 좋다. 피자랑 잘 어울린다.,자희자양,전라남도 함평군 신광면 신해로 92,R_120,
PR00000669,"전, 쭈꾸미 볶음 등 다양한 맛있는 음식과 어울린다.",독브루어리,경기 김포시 하성면 누산봉성로237번길 163,R_121,
PR00000668,진한 아이보리 빛깔에 고소한 향이 특징입니다. 술 맛은 전체적으로 단맛과 신맛의 조화가 잘 갖춰져 있고 입 안의 느낌이 개운합니다. 술을 마시고 난 후 약간의 텁텁함이 남는데 이것이 음식을 당기게 합니다. 양념된 고기류와 잘 어울립니다.,청송양조장,경북 청송군 부남면 대전로 121-1,R_122,
PR00000667,연한 아이보리 빛깔에 곡물향이 은은하게 스쳐 지나갑니다. 단맛이 적고 산뜻한 신맛이 매력적인 술입니다. 술을 마시고 난 후에도 가벼운 산미와 시원함이 더운날 시원한 바람에 흔들리는 대나무와 같습니다. 죽순무침과 함께 마시면 더할 나위 없습니다.,농업회사법인 (주)죽향도가,전남 담양군 담양읍 외다길30,R_123,
PR00000666,단맛과 신맛의 균형이 잘 잡혀져 있으며 바디감과 목넘김이 가볍습니다. 입 안을 감싸는 크림과 같은 부드러움이 있으면서 약한 텁텁함이 음식을 부릅니다. 메밀전과 어울립니다.,낙천,강원도 동해시 공단2로 73,R_124,
PR00000665,전형적인 밀가루 막걸리입니다. 입국에 의한 발효취가 강하게 올라오고 밀가루 막걸리 특유의 걸쭉함과 텁텁함이 있습니다. 단맛이 강하고 산미는 적습니다. 파김치가 적격입니다,지평주조,경기 양평군 지평면 지평의병로62번길 27,R_125,
PR00000664,전형적인 밀가루 막걸리입니다. 입국에 의한 발효취가 강하게 올라오고 밀가루 막걸리 특유의 걸쭉함과 텁텁함이 있습니다. 단맛이 강하고 산미는 적습니다. 파김치가 적격입니다,지평주조,경기 양평군 지평면 지평의병로62번길 27,R_126,
PR00000663,술을 마시고 난 후에도 개운하고 아주 약하게 남는 곡물의 느낌이 음식과의 조화를 잘 갖추게 해준다. 고기류 보다는 홍어나 오징어 등 무침류와 잘 어울린다.,삼산주조장,전라남도 해남군 삼산면 고산로 583-1,R_127,R_305
PR00000662,매운탕과 홍합탕이 잘 어울린다.,삼산주조장,전라남도 해남군 삼산면 고산로 583-1,R_128,
PR00000661,매운탕과 홍합탕에 잘 어울린다.,삼산주조장,전라남도 해남군 삼산면 고산로 583-1,R_129,
PR00000250,꼬막무침 오동통한 살이 입맛을 자극하는 싱싱한 꼬막무침은 한입베어물면 톡 터지는 육즙이 예술인데 햅쌀막걸리의 향이 푸짐한 꼬막무침의 맛을 돋운다.,우리술,"경기 가평군 하면 대보간선로 26, 29",R_130,
PR00000248,"고등어조림 고등어를 묵은지와 함께 푹 익혀서 먹는 고등어조림은 감칠맛이 좋아 밥반찬으로도 좋은데, 인삼 특유의 맛과 향이 고등어의 비린 맛을 없애주어 더욱 맛이 좋다.",(주) 찬우물,인천시 강화군 선원면 강화동로 990번지,R_131,
PR00000247,두부김치 두부김치는 완전히 익은 김치로 만들어야 제 맛을 느낄 수 있는데 잘 익은 김치의 깊은 맛과 담백한 두부가 이천쌀생막걸리 깊은 맛과 탄산의 맛을 더욱 돋보이게 한다.,오성주조장,경기 이천시 단월로28번길 3,R_132,
PR00000245,"매운 갈비찜입안에서 불이 날 정도로 매운 갈비찜은 약간의 단맛과 신맛, 그리고 톡 쏘는 청량감이 있는 입장탁주에 잘 어울린다.",(농) 입장주조㈜,충남 천안시 서북구 입장면 성진로 808,R_133,
PR00000243,꼬막전꼬막전은 삶아낸 꼬막의 살을 발라 달걀옷을 입혀 전을 부치는데 꼬막전의 기름기와 약간의 비릿한 냄새를 매실의 신맛과 탄산이 잡아주어 깔끔하게 마실 수 있다.,순성왕매실영농조합,충남 당진시 순성면 매실로 398,R_134,
PR00000241,"김치잡채 김치잡채는 당면과 함께 김치를 넣어서 만드는데, 김치와 돼지고기, 각종야채가 들어가 담백하면서 아삭한 씹히는 맛이 막걸리의 맛을 살려준다.",(주) 찬우물,인천시 강화군 선원면 강화동로 990번지,R_135,
PR00000240,두부김치 막걸리가 생각날 때 담백한 두부에 양념해 볶은 김치를 얹어먹으면 부드러운 미담 생막걸리의 깔끔한 맛과 김치가 잘 어울린다.,(주)성광주조,충청남도 당진시 순성면 봉소길,R_136,
PR00000239,두부김치 잘 익은 김치와 담백한 맛의 두부를 호박막걸리와 함께하면 깊고 부드러운 맛과 어울러져서 호박막걸리의 맛을 더욱 돋구어준다.,낙천,강원도 동해시 공단2로 73,R_137,
PR00000237,"산천어회, 산천어 구이, 쏘가리 매운탕 등 화천의 음식에 곁들이는 것을 추천한다.",화천주가,강원 화천군 하남면 공단길 18,R_138,
PR00000236,"새우전, 녹두전 새우전과 녹두전 등 고소하지만 기름진 전류와 함께 마시면 톡 쏘는 맛이 입을 개운하게 해주어 전의 맛을 돋궈준다.",우리술,경기 가평군 하면 대보간선로 29,R_139,
PR00000234,감자전 노릇하고 고소한 감자전은 술안주로 좋은데 새송이 쌀막걸리의 상쾌한 탄산 맛이 전의 느끼함을 없애주어 시원하게 즐길 수 있다.,영덕주조,경북 영덕군 강구면 소월1길 16-10,R_140,
PR00000233,"스테이크 스테이크는 감자, 당근, 콩, 옥수수, 시금치 같은 채소요리를 곁들이고 소스 없이 막걸리와 함께 먹으면 담백한 막걸리의 맛이 은은하게 입안을 채운다.",신평양조장,충남 당진시 신평면 신평로 813,R_141,
PR00000232,"호박전 호박은 소화가 잘되므로 위가 약하고 마른 사람, 회복기 환자에게 좋은 음식인데, 사포닌이 함유된 홍삼막걸리와 궁합이 잘 맞는다. 애호박에 달걀옷을 입혀 양면을 노릇노릇하게 지져서 한잔 곁들이면 잘 어울린다.",만수주조(영농조합법인),경북 영주시 안정면 용주로1364번길 12 베지밀영주대리점,R_142,
PR00000230,가벼운 안주와 어울린다.,구암농산,경북 청송군 얼음골로340-65,R_143,
PR00000229,"해물 찜 해물 찜은 각종해물과 콩나물을 매콤한 양념에 버무려 푸짐하게 만들면 여럿이 둘러앉아 먹기 좋은 막걸리 안주가 된다. 콩나물은 아스파라긴이 함유되어 숙취해소와 피로회복에 좋은데, 살짝 익혀 아삭한 맛이 막걸리의 맛을 돋운다.",조은술 세종,충북 청주시 청원구 사천로 18길 5-2,R_144,
